video_id,filename,class,class_name,pool_type,lighting,camera_angle,confidence
V0356,sample_0356.jpg,3,swimming_distress,outdoor,low_light,overhead,0.8
V0357,sample_0357.jpg,2,drowning_passive,outdoor,low_light,overhead,0.95
V0358,sample_0358.jpg,0,normal_swimming,indoor,low_light,overhead,0.82
V0359,sample_0359.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.81
V0360,sample_0360.jpg,1,drowning_active,outdoor,artificial,side_view,0.84
V0361,sample_0361.jpg,2,drowning_passive,indoor,low_light,overhead,0.99
V0362,sample_0362.jpg,2,drowning_passive,indoor,natural,overhead,0.78
V0363,sample_0363.jpg,3,swimming_distress,outdoor,natural,side_view,0.89
V0364,sample_0364.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.95
V0365,sample_0365.jpg,0,normal_swimming,outdoor,low_light,overhead,0.82
V0366,sample_0366.jpg,0,normal_swimming,outdoor,artificial,side_view,0.81
V0367,sample_0367.jpg,3,swimming_distress,indoor,artificial,overhead,0.9
V0368,sample_0368.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.75
V0369,sample_0369.jpg,1,drowning_active,outdoor,low_light,overhead,0.93
V0370,sample_0370.jpg,3,swimming_distress,indoor,low_light,45_degree,0.96
V0371,sample_0371.jpg,1,drowning_active,indoor,low_light,45_degree,0.87
V0372,sample_0372.jpg,2,drowning_passive,indoor,natural,side_view,0.9
V0373,sample_0373.jpg,1,drowning_active,outdoor,low_light,overhead,0.75
V0374,sample_0374.jpg,2,drowning_passive,indoor,low_light,overhead,0.87
V0375,sample_0375.jpg,2,drowning_passive,indoor,low_light,side_view,0.84
V0376,sample_0376.jpg,1,drowning_active,outdoor,low_light,45_degree,0.9
V0377,sample_0377.jpg,1,drowning_active,indoor,artificial,45_degree,0.94
V0378,sample_0378.jpg,1,drowning_active,outdoor,low_light,45_degree,0.86
V0379,sample_0379.jpg,3,swimming_distress,indoor,low_light,45_degree,0.92
V0380,sample_0380.jpg,3,swimming_distress,indoor,natural,overhead,0.78
V0381,sample_0381.jpg,0,normal_swimming,outdoor,artificial,overhead,0.82
V0382,sample_0382.jpg,0,normal_swimming,indoor,artificial,overhead,0.94
V0383,sample_0383.jpg,1,drowning_active,outdoor,artificial,45_degree,0.87
V0384,sample_0384.jpg,1,drowning_active,outdoor,low_light,side_view,0.92
V0385,sample_0385.jpg,0,normal_swimming,indoor,natural,side_view,0.82
V0386,sample_0386.jpg,0,normal_swimming,indoor,low_light,overhead,0.79
V0387,sample_0387.jpg,2,drowning_passive,indoor,natural,45_degree,0.77
V0388,sample_0388.jpg,1,drowning_active,outdoor,natural,overhead,0.79
V0389,sample_0389.jpg,3,swimming_distress,indoor,artificial,overhead,0.76
V0390,sample_0390.jpg,3,swimming_distress,outdoor,natural,45_degree,0.96
V0391,sample_0391.jpg,2,drowning_passive,indoor,low_light,side_view,0.91
V0392,sample_0392.jpg,2,drowning_passive,indoor,natural,overhead,0.75
V0393,sample_0393.jpg,2,drowning_passive,outdoor,artificial,side_view,0.8
V0394,sample_0394.jpg,0,normal_swimming,indoor,natural,side_view,0.82
V0395,sample_0395.jpg,1,drowning_active,outdoor,low_light,overhead,0.99
V0396,sample_0396.jpg,3,swimming_distress,indoor,natural,side_view,0.79
V0397,sample_0397.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.87
V0398,sample_0398.jpg,1,drowning_active,outdoor,artificial,45_degree,0.96
V0399,sample_0399.jpg,3,swimming_distress,outdoor,low_light,overhead,0.75
V0400,sample_0400.jpg,2,drowning_passive,outdoor,natural,45_degree,0.78
V0401,sample_0401.jpg,3,swimming_distress,outdoor,low_light,overhead,0.98
V0402,sample_0402.jpg,1,drowning_active,indoor,low_light,45_degree,0.98
V0403,sample_0403.jpg,2,drowning_passive,indoor,low_light,overhead,0.92
V0404,sample_0404.jpg,1,drowning_active,outdoor,artificial,side_view,0.9
V0405,sample_0405.jpg,1,drowning_active,indoor,natural,45_degree,0.95
V0406,sample_0406.jpg,0,normal_swimming,indoor,low_light,45_degree,0.93
V0407,sample_0407.jpg,1,drowning_active,indoor,artificial,overhead,0.96
V0408,sample_0408.jpg,3,swimming_distress,indoor,artificial,45_degree,0.87
V0409,sample_0409.jpg,0,normal_swimming,indoor,artificial,overhead,0.97
V0410,sample_0410.jpg,1,drowning_active,outdoor,natural,45_degree,0.86
V0411,sample_0411.jpg,0,normal_swimming,indoor,natural,45_degree,0.89
V0412,sample_0412.jpg,3,swimming_distress,indoor,natural,overhead,0.92
V0413,sample_0413.jpg,3,swimming_distress,indoor,natural,45_degree,0.91
V0414,sample_0414.jpg,1,drowning_active,outdoor,natural,45_degree,0.79
V0415,sample_0415.jpg,1,drowning_active,indoor,artificial,45_degree,0.76
V0416,sample_0416.jpg,0,normal_swimming,indoor,artificial,side_view,0.86
V0417,sample_0417.jpg,0,normal_swimming,outdoor,natural,45_degree,0.88
V0418,sample_0418.jpg,2,drowning_passive,outdoor,low_light,side_view,0.91
V0419,sample_0419.jpg,1,drowning_active,outdoor,artificial,45_degree,0.99
V0420,sample_0420.jpg,1,drowning_active,indoor,low_light,overhead,0.85
V0421,sample_0421.jpg,0,normal_swimming,indoor,natural,45_degree,0.76
V0422,sample_0422.jpg,3,swimming_distress,outdoor,natural,overhead,0.96
V0423,sample_0423.jpg,2,drowning_passive,indoor,artificial,side_view,0.96
V0424,sample_0424.jpg,1,drowning_active,outdoor,low_light,overhead,0.95
V0425,sample_0425.jpg,2,drowning_passive,outdoor,artificial,side_view,0.93
V0426,sample_0426.jpg,2,drowning_passive,outdoor,artificial,overhead,0.8
V0427,sample_0427.jpg,1,drowning_active,outdoor,artificial,45_degree,0.78
V0428,sample_0428.jpg,1,drowning_active,outdoor,natural,overhead,0.92
V0429,sample_0429.jpg,1,drowning_active,outdoor,artificial,overhead,0.94
V0430,sample_0430.jpg,2,drowning_passive,indoor,low_light,overhead,0.88
V0431,sample_0431.jpg,1,drowning_active,indoor,natural,overhead,0.83
V0432,sample_0432.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.78
V0433,sample_0433.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.85
V0434,sample_0434.jpg,0,normal_swimming,indoor,artificial,45_degree,0.97
V0435,sample_0435.jpg,2,drowning_passive,indoor,natural,side_view,0.88
V0436,sample_0436.jpg,0,normal_swimming,indoor,artificial,side_view,0.85
V0437,sample_0437.jpg,1,drowning_active,outdoor,artificial,45_degree,0.87
V0438,sample_0438.jpg,3,swimming_distress,outdoor,artificial,side_view,0.82
V0439,sample_0439.jpg,2,drowning_passive,indoor,artificial,45_degree,0.93
V0440,sample_0440.jpg,2,drowning_passive,outdoor,low_light,side_view,0.89
V0441,sample_0441.jpg,1,drowning_active,outdoor,artificial,45_degree,0.9
V0442,sample_0442.jpg,0,normal_swimming,indoor,low_light,45_degree,0.91
V0443,sample_0443.jpg,2,drowning_passive,indoor,artificial,45_degree,0.86
V0444,sample_0444.jpg,0,normal_swimming,indoor,natural,overhead,0.81
V0445,sample_0445.jpg,1,drowning_active,indoor,natural,overhead,0.81
V0446,sample_0446.jpg,0,normal_swimming,indoor,low_light,overhead,0.76
V0447,sample_0447.jpg,3,swimming_distress,outdoor,natural,45_degree,0.78
V0448,sample_0448.jpg,0,normal_swimming,indoor,low_light,side_view,0.77
V0449,sample_0449.jpg,0,normal_swimming,indoor,natural,45_degree,0.99
V0450,sample_0450.jpg,2,drowning_passive,outdoor,natural,45_degree,0.82
V0451,sample_0451.jpg,1,drowning_active,outdoor,low_light,side_view,0.85
V0452,sample_0452.jpg,1,drowning_active,outdoor,natural,45_degree,0.85
V0453,sample_0453.jpg,2,drowning_passive,indoor,natural,side_view,0.96
V0454,sample_0454.jpg,0,normal_swimming,indoor,artificial,side_view,0.78
V0455,sample_0455.jpg,0,normal_swimming,outdoor,low_light,side_view,0.93
V0456,sample_0456.jpg,3,swimming_distress,outdoor,low_light,side_view,0.96
V0457,sample_0457.jpg,3,swimming_distress,indoor,low_light,45_degree,0.87
V0458,sample_0458.jpg,1,drowning_active,outdoor,natural,45_degree,0.95
V0459,sample_0459.jpg,1,drowning_active,indoor,artificial,45_degree,0.86
V0460,sample_0460.jpg,3,swimming_distress,indoor,artificial,overhead,0.77
V0461,sample_0461.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.77
V0462,sample_0462.jpg,3,swimming_distress,outdoor,natural,45_degree,0.84
V0463,sample_0463.jpg,1,drowning_active,indoor,natural,45_degree,0.79
V0464,sample_0464.jpg,3,swimming_distress,outdoor,low_light,side_view,0.98
V0465,sample_0465.jpg,3,swimming_distress,indoor,artificial,side_view,0.88
V0466,sample_0466.jpg,3,swimming_distress,outdoor,artificial,side_view,0.77
V0467,sample_0467.jpg,2,drowning_passive,indoor,natural,overhead,0.79
V0468,sample_0468.jpg,2,drowning_passive,outdoor,natural,side_view,0.79
V0469,sample_0469.jpg,0,normal_swimming,indoor,natural,45_degree,0.76
V0470,sample_0470.jpg,3,swimming_distress,indoor,artificial,side_view,0.94
V0471,sample_0471.jpg,1,drowning_active,indoor,artificial,side_view,0.97
V0472,sample_0472.jpg,1,drowning_active,indoor,artificial,overhead,0.91
V0473,sample_0473.jpg,1,drowning_active,indoor,artificial,side_view,0.88
V0474,sample_0474.jpg,2,drowning_passive,outdoor,artificial,side_view,0.94
V0475,sample_0475.jpg,3,swimming_distress,outdoor,natural,45_degree,0.87
V0476,sample_0476.jpg,0,normal_swimming,outdoor,low_light,side_view,0.98
V0477,sample_0477.jpg,1,drowning_active,indoor,low_light,overhead,0.95
V0478,sample_0478.jpg,0,normal_swimming,indoor,artificial,45_degree,0.81
V0479,sample_0479.jpg,2,drowning_passive,indoor,low_light,overhead,0.77
V0480,sample_0480.jpg,3,swimming_distress,indoor,artificial,45_degree,0.79
V0481,sample_0481.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.83
V0482,sample_0482.jpg,3,swimming_distress,outdoor,artificial,overhead,0.83
V0483,sample_0483.jpg,1,drowning_active,indoor,natural,side_view,0.93
V0484,sample_0484.jpg,3,swimming_distress,outdoor,natural,overhead,0.83
V0485,sample_0485.jpg,3,swimming_distress,indoor,low_light,overhead,0.75
V0486,sample_0486.jpg,1,drowning_active,outdoor,artificial,side_view,0.82
V0487,sample_0487.jpg,2,drowning_passive,outdoor,natural,45_degree,0.92
V0488,sample_0488.jpg,3,swimming_distress,indoor,natural,overhead,0.85
V0489,sample_0489.jpg,0,normal_swimming,indoor,low_light,side_view,0.79
V0490,sample_0490.jpg,0,normal_swimming,indoor,artificial,45_degree,0.93
V0491,sample_0491.jpg,0,normal_swimming,indoor,natural,overhead,0.96
V0492,sample_0492.jpg,3,swimming_distress,indoor,artificial,45_degree,0.79
V0493,sample_0493.jpg,2,drowning_passive,indoor,low_light,overhead,0.91
V0494,sample_0494.jpg,2,drowning_passive,indoor,natural,side_view,0.93
V0495,sample_0495.jpg,0,normal_swimming,outdoor,low_light,side_view,0.93
V0496,sample_0496.jpg,3,swimming_distress,outdoor,natural,overhead,0.75
V0497,sample_0497.jpg,0,normal_swimming,indoor,natural,side_view,0.76
V0498,sample_0498.jpg,1,drowning_active,outdoor,artificial,overhead,0.86
V0499,sample_0499.jpg,2,drowning_passive,outdoor,artificial,overhead,0.79
V0500,sample_0500.jpg,2,drowning_passive,outdoor,artificial,overhead,0.79
V0501,sample_0501.jpg,2,drowning_passive,outdoor,low_light,overhead,0.82
V0502,sample_0502.jpg,1,drowning_active,indoor,natural,45_degree,0.95
V0503,sample_0503.jpg,0,normal_swimming,indoor,natural,45_degree,0.76
V0504,sample_0504.jpg,1,drowning_active,outdoor,natural,overhead,0.91
V0505,sample_0505.jpg,3,swimming_distress,indoor,natural,side_view,0.9
V0506,sample_0506.jpg,3,swimming_distress,indoor,artificial,45_degree,0.8
V0507,sample_0507.jpg,0,normal_swimming,outdoor,natural,side_view,0.93
V0508,sample_0508.jpg,0,normal_swimming,indoor,artificial,overhead,0.95
V0509,sample_0509.jpg,2,drowning_passive,indoor,low_light,45_degree,0.75
V0510,sample_0510.jpg,3,swimming_distress,indoor,natural,overhead,0.8
V0511,sample_0511.jpg,1,drowning_active,indoor,low_light,45_degree,0.94
V0512,sample_0512.jpg,1,drowning_active,outdoor,low_light,overhead,0.9
V0513,sample_0513.jpg,2,drowning_passive,indoor,low_light,side_view,0.93
V0514,sample_0514.jpg,1,drowning_active,indoor,natural,45_degree,0.96
V0515,sample_0515.jpg,2,drowning_passive,indoor,natural,overhead,0.9
V0516,sample_0516.jpg,0,normal_swimming,indoor,artificial,side_view,0.76
V0517,sample_0517.jpg,1,drowning_active,indoor,artificial,overhead,0.82
V0518,sample_0518.jpg,1,drowning_active,indoor,artificial,side_view,0.94
V0519,sample_0519.jpg,3,swimming_distress,indoor,natural,45_degree,0.92
V0520,sample_0520.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.75
V0521,sample_0521.jpg,2,drowning_passive,indoor,low_light,overhead,0.86
V0522,sample_0522.jpg,2,drowning_passive,indoor,natural,side_view,0.97
V0523,sample_0523.jpg,1,drowning_active,indoor,natural,overhead,0.9
V0524,sample_0524.jpg,3,swimming_distress,indoor,artificial,45_degree,0.9
V0525,sample_0525.jpg,3,swimming_distress,indoor,artificial,side_view,0.82
V0526,sample_0526.jpg,3,swimming_distress,outdoor,artificial,side_view,0.95
V0527,sample_0527.jpg,0,normal_swimming,outdoor,low_light,side_view,0.87
V0528,sample_0528.jpg,1,drowning_active,outdoor,low_light,overhead,0.87
V0529,sample_0529.jpg,1,drowning_active,outdoor,low_light,side_view,0.9
V0530,sample_0530.jpg,1,drowning_active,indoor,low_light,45_degree,0.87
V0531,sample_0531.jpg,1,drowning_active,indoor,artificial,overhead,0.75
V0532,sample_0532.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.96
V0533,sample_0533.jpg,1,drowning_active,indoor,natural,side_view,0.81
V0534,sample_0534.jpg,3,swimming_distress,indoor,natural,overhead,0.96
V0535,sample_0535.jpg,1,drowning_active,indoor,low_light,side_view,0.86
V0536,sample_0536.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.86
V0537,sample_0537.jpg,3,swimming_distress,indoor,artificial,overhead,0.93
V0538,sample_0538.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.86
V0539,sample_0539.jpg,0,normal_swimming,outdoor,natural,overhead,0.79
V0540,sample_0540.jpg,0,normal_swimming,outdoor,low_light,overhead,0.96
V0541,sample_0541.jpg,3,swimming_distress,indoor,natural,45_degree,0.96
V0542,sample_0542.jpg,0,normal_swimming,indoor,artificial,overhead,0.79
V0543,sample_0543.jpg,2,drowning_passive,indoor,natural,45_degree,0.98
V0544,sample_0544.jpg,0,normal_swimming,indoor,artificial,overhead,0.92
V0545,sample_0545.jpg,3,swimming_distress,indoor,artificial,overhead,0.81
V0546,sample_0546.jpg,3,swimming_distress,indoor,low_light,45_degree,0.87
V0547,sample_0547.jpg,1,drowning_active,indoor,artificial,overhead,0.78
V0548,sample_0548.jpg,2,drowning_passive,indoor,low_light,45_degree,0.82
V0549,sample_0549.jpg,1,drowning_active,indoor,low_light,45_degree,0.82
V0550,sample_0550.jpg,3,swimming_distress,outdoor,artificial,side_view,0.94
V0551,sample_0551.jpg,3,swimming_distress,outdoor,natural,side_view,0.98
V0552,sample_0552.jpg,3,swimming_distress,outdoor,artificial,overhead,0.9
V0553,sample_0553.jpg,0,normal_swimming,outdoor,low_light,overhead,0.93
V0554,sample_0554.jpg,0,normal_swimming,outdoor,artificial,overhead,0.87
V0555,sample_0555.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.78
V0556,sample_0556.jpg,1,drowning_active,indoor,low_light,45_degree,0.82
V0557,sample_0557.jpg,1,drowning_active,outdoor,natural,overhead,0.92
V0558,sample_0558.jpg,1,drowning_active,outdoor,low_light,45_degree,0.82
V0559,sample_0559.jpg,0,normal_swimming,indoor,artificial,45_degree,0.97
V0560,sample_0560.jpg,1,drowning_active,indoor,artificial,45_degree,0.84
V0561,sample_0561.jpg,0,normal_swimming,indoor,natural,overhead,0.96
V0562,sample_0562.jpg,2,drowning_passive,indoor,natural,side_view,0.97
V0563,sample_0563.jpg,1,drowning_active,indoor,artificial,overhead,0.81
V0564,sample_0564.jpg,3,swimming_distress,outdoor,low_light,overhead,0.97
V0565,sample_0565.jpg,0,normal_swimming,indoor,natural,overhead,0.97
V0566,sample_0566.jpg,2,drowning_passive,indoor,low_light,side_view,0.9
V0567,sample_0567.jpg,2,drowning_passive,outdoor,natural,side_view,0.97
V0568,sample_0568.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.91
V0569,sample_0569.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.77
V0570,sample_0570.jpg,0,normal_swimming,indoor,artificial,overhead,0.9
V0571,sample_0571.jpg,2,drowning_passive,indoor,natural,side_view,0.92
V0572,sample_0572.jpg,0,normal_swimming,indoor,low_light,side_view,0.97
V0573,sample_0573.jpg,1,drowning_active,indoor,artificial,side_view,0.78
V0574,sample_0574.jpg,1,drowning_active,outdoor,artificial,45_degree,0.98
V0575,sample_0575.jpg,2,drowning_passive,outdoor,low_light,overhead,0.94
V0576,sample_0576.jpg,2,drowning_passive,outdoor,natural,side_view,0.79
V0577,sample_0577.jpg,3,swimming_distress,indoor,artificial,45_degree,0.9
V0578,sample_0578.jpg,3,swimming_distress,indoor,natural,side_view,0.78
V0579,sample_0579.jpg,0,normal_swimming,outdoor,artificial,overhead,0.81
V0580,sample_0580.jpg,0,normal_swimming,indoor,low_light,overhead,0.97
V0581,sample_0581.jpg,0,normal_swimming,indoor,natural,overhead,0.85
V0582,sample_0582.jpg,1,drowning_active,indoor,natural,side_view,0.86
V0583,sample_0583.jpg,3,swimming_distress,indoor,artificial,45_degree,0.93
V0584,sample_0584.jpg,3,swimming_distress,outdoor,natural,45_degree,0.96
V0585,sample_0585.jpg,3,swimming_distress,indoor,natural,side_view,0.9
V0586,sample_0586.jpg,3,swimming_distress,indoor,natural,side_view,0.85
V0587,sample_0587.jpg,3,swimming_distress,indoor,artificial,45_degree,0.9
V0588,sample_0588.jpg,2,drowning_passive,indoor,low_light,overhead,0.8
V0589,sample_0589.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.93
V0590,sample_0590.jpg,3,swimming_distress,outdoor,natural,side_view,0.88
V0591,sample_0591.jpg,3,swimming_distress,outdoor,natural,45_degree,0.76
V0592,sample_0592.jpg,1,drowning_active,indoor,artificial,45_degree,0.91
V0593,sample_0593.jpg,2,drowning_passive,indoor,natural,side_view,0.83
V0594,sample_0594.jpg,0,normal_swimming,outdoor,low_light,overhead,0.76
V0595,sample_0595.jpg,1,drowning_active,indoor,natural,45_degree,0.87
V0596,sample_0596.jpg,2,drowning_passive,indoor,natural,overhead,0.92
V0597,sample_0597.jpg,2,drowning_passive,indoor,natural,45_degree,0.98
V0598,sample_0598.jpg,2,drowning_passive,outdoor,natural,side_view,0.91
V0599,sample_0599.jpg,0,normal_swimming,indoor,low_light,overhead,0.84
V0600,sample_0600.jpg,0,normal_swimming,outdoor,low_light,overhead,0.95
V0601,sample_0601.jpg,1,drowning_active,outdoor,low_light,overhead,0.93
V0602,sample_0602.jpg,0,normal_swimming,outdoor,artificial,side_view,0.77
V0603,sample_0603.jpg,2,drowning_passive,indoor,low_light,side_view,0.94
V0604,sample_0604.jpg,0,normal_swimming,indoor,artificial,45_degree,0.87
V0605,sample_0605.jpg,2,drowning_passive,outdoor,artificial,side_view,0.99
V0606,sample_0606.jpg,1,drowning_active,indoor,low_light,overhead,0.81
V0607,sample_0607.jpg,0,normal_swimming,indoor,artificial,45_degree,0.78
V0608,sample_0608.jpg,0,normal_swimming,indoor,artificial,45_degree,0.85
V0609,sample_0609.jpg,3,swimming_distress,outdoor,natural,overhead,0.77
V0610,sample_0610.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.76
V0611,sample_0611.jpg,3,swimming_distress,indoor,low_light,45_degree,0.83
V0612,sample_0612.jpg,2,drowning_passive,indoor,artificial,side_view,0.85
V0613,sample_0613.jpg,2,drowning_passive,indoor,artificial,45_degree,0.95
V0614,sample_0614.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.92
V0615,sample_0615.jpg,0,normal_swimming,indoor,low_light,side_view,0.83
V0616,sample_0616.jpg,2,drowning_passive,outdoor,natural,overhead,0.79
V0617,sample_0617.jpg,1,drowning_active,outdoor,artificial,overhead,0.8
V0618,sample_0618.jpg,1,drowning_active,outdoor,artificial,side_view,0.75
V0619,sample_0619.jpg,0,normal_swimming,indoor,natural,overhead,0.8
V0620,sample_0620.jpg,2,drowning_passive,indoor,natural,side_view,0.92
V0621,sample_0621.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.77
V0622,sample_0622.jpg,3,swimming_distress,indoor,artificial,side_view,0.83
V0623,sample_0623.jpg,1,drowning_active,indoor,natural,side_view,0.99
V0624,sample_0624.jpg,1,drowning_active,outdoor,low_light,side_view,0.78
V0625,sample_0625.jpg,2,drowning_passive,indoor,natural,45_degree,0.99
V0626,sample_0626.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.8
V0627,sample_0627.jpg,1,drowning_active,indoor,low_light,overhead,0.75
V0628,sample_0628.jpg,3,swimming_distress,indoor,natural,45_degree,0.8
V0629,sample_0629.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.77
V0630,sample_0630.jpg,0,normal_swimming,indoor,natural,side_view,0.97
V0631,sample_0631.jpg,1,drowning_active,outdoor,low_light,overhead,0.91
V0632,sample_0632.jpg,3,swimming_distress,outdoor,artificial,side_view,0.94
V0633,sample_0633.jpg,3,swimming_distress,indoor,low_light,45_degree,0.82
V0634,sample_0634.jpg,0,normal_swimming,indoor,artificial,side_view,0.95
V0635,sample_0635.jpg,2,drowning_passive,indoor,artificial,overhead,0.79
V0636,sample_0636.jpg,2,drowning_passive,outdoor,natural,side_view,0.93
V0637,sample_0637.jpg,2,drowning_passive,outdoor,natural,45_degree,0.88
V0638,sample_0638.jpg,1,drowning_active,indoor,low_light,side_view,0.83
V0639,sample_0639.jpg,3,swimming_distress,indoor,natural,45_degree,0.79
V0640,sample_0640.jpg,0,normal_swimming,indoor,natural,side_view,0.78
V0641,sample_0641.jpg,0,normal_swimming,indoor,natural,overhead,0.93
V0642,sample_0642.jpg,3,swimming_distress,outdoor,low_light,overhead,0.94
V0643,sample_0643.jpg,3,swimming_distress,indoor,artificial,overhead,0.76
V0644,sample_0644.jpg,2,drowning_passive,indoor,natural,overhead,0.94
V0645,sample_0645.jpg,3,swimming_distress,outdoor,low_light,overhead,0.88
V0646,sample_0646.jpg,2,drowning_passive,outdoor,natural,overhead,0.78
V0647,sample_0647.jpg,1,drowning_active,outdoor,natural,overhead,0.91
V0648,sample_0648.jpg,3,swimming_distress,outdoor,natural,side_view,0.84
V0649,sample_0649.jpg,0,normal_swimming,indoor,artificial,45_degree,0.76
V0650,sample_0650.jpg,0,normal_swimming,outdoor,low_light,side_view,0.83
V0651,sample_0651.jpg,0,normal_swimming,indoor,artificial,side_view,0.98
V0652,sample_0652.jpg,3,swimming_distress,indoor,low_light,overhead,0.78
V0653,sample_0653.jpg,1,drowning_active,outdoor,low_light,overhead,0.92
V0654,sample_0654.jpg,1,drowning_active,outdoor,natural,45_degree,0.9
V0655,sample_0655.jpg,3,swimming_distress,outdoor,low_light,side_view,0.79
V0656,sample_0656.jpg,2,drowning_passive,outdoor,natural,45_degree,0.95
V0657,sample_0657.jpg,1,drowning_active,indoor,low_light,45_degree,0.85
V0658,sample_0658.jpg,0,normal_swimming,indoor,natural,side_view,0.79
V0659,sample_0659.jpg,3,swimming_distress,indoor,artificial,45_degree,0.89
V0660,sample_0660.jpg,0,normal_swimming,outdoor,natural,45_degree,0.84
V0661,sample_0661.jpg,3,swimming_distress,outdoor,natural,45_degree,0.96
V0662,sample_0662.jpg,3,swimming_distress,indoor,artificial,45_degree,0.96
V0663,sample_0663.jpg,0,normal_swimming,indoor,artificial,side_view,0.78
V0664,sample_0664.jpg,0,normal_swimming,indoor,low_light,overhead,0.94
V0665,sample_0665.jpg,1,drowning_active,indoor,artificial,side_view,0.78
V0666,sample_0666.jpg,1,drowning_active,outdoor,natural,side_view,0.75
V0667,sample_0667.jpg,1,drowning_active,outdoor,natural,overhead,0.89
V0668,sample_0668.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.88
V0669,sample_0669.jpg,0,normal_swimming,outdoor,artificial,overhead,0.95
V0670,sample_0670.jpg,1,drowning_active,indoor,natural,side_view,0.76
V0671,sample_0671.jpg,1,drowning_active,indoor,artificial,overhead,0.99
V0672,sample_0672.jpg,1,drowning_active,indoor,natural,45_degree,0.9
V0673,sample_0673.jpg,3,swimming_distress,outdoor,natural,overhead,0.84
V0674,sample_0674.jpg,3,swimming_distress,outdoor,natural,45_degree,0.8
V0675,sample_0675.jpg,2,drowning_passive,outdoor,natural,overhead,0.88
V0676,sample_0676.jpg,3,swimming_distress,indoor,natural,45_degree,0.79
V0677,sample_0677.jpg,3,swimming_distress,outdoor,low_light,overhead,0.89
V0678,sample_0678.jpg,0,normal_swimming,indoor,low_light,overhead,0.83
V0679,sample_0679.jpg,1,drowning_active,indoor,natural,overhead,0.86
V0680,sample_0680.jpg,2,drowning_passive,outdoor,artificial,overhead,0.87
V0681,sample_0681.jpg,3,swimming_distress,outdoor,natural,overhead,0.95
V0682,sample_0682.jpg,0,normal_swimming,indoor,artificial,45_degree,0.93
V0683,sample_0683.jpg,3,swimming_distress,indoor,artificial,side_view,0.94
V0684,sample_0684.jpg,3,swimming_distress,indoor,low_light,side_view,0.96
V0685,sample_0685.jpg,0,normal_swimming,outdoor,low_light,side_view,0.92
V0686,sample_0686.jpg,2,drowning_passive,outdoor,low_light,overhead,0.91
V0687,sample_0687.jpg,3,swimming_distress,outdoor,natural,side_view,0.77
V0688,sample_0688.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.97
V0689,sample_0689.jpg,0,normal_swimming,outdoor,low_light,overhead,0.92
V0690,sample_0690.jpg,1,drowning_active,outdoor,artificial,45_degree,0.95
V0691,sample_0691.jpg,1,drowning_active,indoor,artificial,overhead,0.8
V0692,sample_0692.jpg,3,swimming_distress,indoor,low_light,45_degree,0.76
V0693,sample_0693.jpg,1,drowning_active,outdoor,natural,side_view,0.87
V0694,sample_0694.jpg,0,normal_swimming,indoor,low_light,45_degree,0.89
V0695,sample_0695.jpg,3,swimming_distress,indoor,low_light,overhead,0.81
V0696,sample_0696.jpg,1,drowning_active,outdoor,low_light,side_view,0.8
V0697,sample_0697.jpg,0,normal_swimming,indoor,artificial,side_view,0.95
V0698,sample_0698.jpg,1,drowning_active,outdoor,natural,45_degree,0.84
V0699,sample_0699.jpg,2,drowning_passive,outdoor,low_light,overhead,0.86
V0700,sample_0700.jpg,0,normal_swimming,outdoor,natural,side_view,0.75
V0701,sample_0701.jpg,3,swimming_distress,outdoor,artificial,overhead,0.87
V0702,sample_0702.jpg,3,swimming_distress,indoor,natural,side_view,0.96
V0703,sample_0703.jpg,0,normal_swimming,indoor,artificial,45_degree,0.98
V0704,sample_0704.jpg,0,normal_swimming,indoor,low_light,45_degree,0.87
V0705,sample_0705.jpg,1,drowning_active,outdoor,artificial,overhead,0.87
V0706,sample_0706.jpg,2,drowning_passive,indoor,low_light,overhead,0.87
V0707,sample_0707.jpg,1,drowning_active,outdoor,artificial,side_view,0.89
V0708,sample_0708.jpg,0,normal_swimming,outdoor,natural,side_view,0.83
V0709,sample_0709.jpg,1,drowning_active,indoor,low_light,side_view,0.87
V0710,sample_0710.jpg,3,swimming_distress,outdoor,artificial,side_view,0.91
V0711,sample_0711.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.92
